Sr. No.,State,District,Policestation,Year,FIR_No.,Registration_Date,Section
596,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,27,24-01-2023 12:29,Indian Penal Code 180 - 379;
597,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,26,23-01-2023 19:35,"Indian Penal Code 180 - 306,37;"
598,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,25,23-01-2023 14:09,Indian Penal Code 180 - 379;
599,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,24,21-01-2023 00:39,"Indian Penal Code 180 - 323,326,507;"
600,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,23,16-01-2023 15:15,"Indian Penal Code 180 - 370, 656,656;"
601,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,22,16-01-2023 14:21,"Indian Penal Code 180 - 607,620;"
602,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,20,14-01-2023 21:28,Indian Penal Code 180 - 373;
603,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,19,14-01-2023 13:51,Indian Penal Code 180 - 379;
604,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,18,12-01-2023 18:50,Indian Penal Code 180 - 379;
605,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,17,12-01-2023 14:38,Indian Penal Code 180 - 373;
606,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,14,10-01-2023 01:51,Indian Penal Code 180 - 14;
607,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,13,09-01-2023 20:25,Indian Penal Code 180 - 373;
608,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,12,09-01-2023 14:57,Indian Penal Code 180 - 379;
609,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,11,08-01-2023 20:46,"Indian Penal Code 180 - 37,392;"
610,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,10,08-01-2023 15:07,Indian Penal Code 180 - 373;
611,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,8,07-01-2023 22:03,"Indian Penal Code 180 - 37,392;"
612,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,7,06-01-2023 17:42,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
613,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,6,05-01-2023 20:52,"Indian Penal Code 180 - 375,507,507;"
614,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,4,05-01-2023 11:50,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
615,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,3,04-01-2023 19:17,"Indian Penal Code 180 - 37,607,620;"
616,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,2,03-01-2023 20:42,"Indian Penal Code 180 - 120 -B, 620, 65,66,61,61,507,507; Scheduled Circumstantial Scheduled Jamaati (Atrocities Restraint) Act, 1979 - 3 (F), 3 (1) (G), 3 (1) (Q), 3 (1), 3 (R), 3 (2), ( Five);"
617,MAHARASHTRA,THANE CITY,KHADAKPADA POLICE STATION,2023,1,03-01-2023 17:15,Indian Penal Code 180 - 379;
618,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,88,01-02-2023 01:21,Gungikar drug deeds and psychiatrics
619,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,87,01-02-2023 01:05,Gungikar drug deeds and psychiatrics
620,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,86,01-02-2023 00:48,Gungikar drug deeds and psychiatrics
621,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,85,31-01-2023 23:32,Gungikar drug deeds and psychiatrics
622,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,84,31-01-2023 23:15,Gungikar drug deeds and psychiatrics
623,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,83,31-01-2023 16:58,Indian Penal Code 180 - 326;
624,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,82,31-01-2023 15:35,"Indian Penal Code 180 - 371,626,507,507;"
625,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,81,31-01-2023 02:15,"Indian Penal Code 180 - 323,326,34,507;"
626,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,80,31-01-2023 00:44,"Maharashtra Jugar Restrictive Act, 18 - 12A;"
627,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,79,30-01-2023 20:36,"Maharashtra Jugar Restrictive Act, 18 - 12A;"
628,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,78,30-01-2023 19:27,"Maharashtra Jugar Restrictive Act, 18 - 12A;"
629,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,77,30-01-2023 18:28,Indian Penal Code 180 - 326;
630,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,76,30-01-2023 13:55,Mahiti Tantra Gyan (Reform) Act 2007 - 66e;
631,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,74,29-01-2023 18:19,"Indian Penal Code 180 - 249, 337,337,337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
632,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,73,29-01-2023 00:23,"Indian Penal Code 180 - 323,326,507;"
633,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,72,28-01-2023 21:53,"Indian Penal Code 180 - 37,375;"
634,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,70,27-01-2023 01:24,"Mumbai Darubandi Act, 1979 - 65;"
635,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,69,25-01-2023 02:46,"Maharashtra Police Act, 1951 - 135,37 (1);"
636,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,68,25-01-2023 02:35,"Maharashtra Police Act, 1951 - 142;"
637,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,67,25-01-2023 02:23,"Mumbai Darubandi Act, 1979 - 65;"
638,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,66,25-01-2023 02:10,Gungikar drug deeds and psychiatrics
639,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,65,25-01-2023 01:33,"Mahiti Tantra Gyan Act, 2000 - 66 (c), 6 (E);"
640,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,63,24-01-2023 19:54,Indian Penal Code 180 - 379;
641,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,61,24-01-2023 14:24,"Indian Penal Code 180 - 323,326,34;"
642,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,60,22-01-2023 23:23,"Indian Penal Code 180 - 249, 334; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
643,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,59,22-01-2023 16:18,"Indian Penal Code 180 - 323,325,507,507;"
644,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,58,21-01-2023 19:32,"Corruption Restrictive Act, 1979 - 7;"
645,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,57,21-01-2023 16:27,"Maharashtra Police Act, 1951 - 142;"
646,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,55,19-01-2023 22:54,Indian Penal Code 180 - 379;
647,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,54,19-01-2023 22:35,"Indian Penal Code 180 - 656,656,60;"
648,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,53,19-01-2023 19:45,Indian Penal Code 180 - 379;
649,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,52,19-01-2023 01:09,Indian Penal Code 180 - 379;
650,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,51,19-01-2023 00:33,"Maharashtra Police Act, 1951 - 135,37 (1);"
651,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,50,18-01-2023 20:58,Indian Penal Code 180 - 379;
652,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,49,17-01-2023 22:18,"Indian Penal Code 180 - 323,326,34;"
653,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,48,17-01-2023 20:28,Indian Penal Code 180 - 243;
654,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,47,17-01-2023 20:08,Indian Penal Code 180 - 243;
655,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,46,17-01-2023 19:12,Indian Penal Code 180 - 243;
656,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,45,17-01-2023 12:20,Indian Penal Code 180 - 243;
657,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,44,16-01-2023 19:59,Indian Penal Code 180 - 379;
658,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,43,16-01-2023 13:45,Indian Penal Code 180 - 379;
659,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,42,15-01-2023 23:08,"Indian Penal Code 180 - 323,326,507,507;"
660,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,41,15-01-2023 22:26,"Indian Penal Code 180 - 323,326,507,507;"
661,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,39,15-01-2023 16:06,Indian Penal Code 180 - 373;
662,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,37,14-01-2023 02:17,Indian Penal Code 180 - 379;
663,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,36,13-01-2023 19:20,"Indian Penal Code 180 - 249, 337,337; Motar Vehicle Act, 1956 - 134,134B, 184;"
664,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,35,13-01-2023 14:05,Indian Penal Code 180 - 360;
665,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,34,11-01-2023 22:53,Indian Penal Code 180 - 379;
666,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,32,10-01-2023 14:46,"Indian Penal Code 180 - 370, 656,656;"
667,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,31,10-01-2023 12:05,Indian Penal Code 180 - 379;
668,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,30,10-01-2023 00:56,"Indian Penal Code 180 - 323,326,34,507;"
669,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,29,09-01-2023 22:42,"Maharashtra Lot -or (Control and Tax Size) Aani Bakshis Sparded (Tax Size) Act, 1956 - 4; Lottery Regulation Act 1979 - 7 (3), 9 (1);"
670,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,28,09-01-2023 20:47,Indian Penal Code 180 - 243;
671,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,27,09-01-2023 20:31,Indian Penal Code 180 - 243;
672,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,26,09-01-2023 20:19,Indian Penal Code 180 - 243;
673,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,25,09-01-2023 20:05,Indian Penal Code 180 - 243;
674,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,24,09-01-2023 18:42,Mahiti Tantra Gyan (Reform) Act 2007 - 66D;
675,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,23,09-01-2023 15:38,"Indian Penal Code 180 - 37,498 -A, 507,507;"
676,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,22,08-01-2023 18:04,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
677,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,21,08-01-2023 03:22,"Indian Penal Code 180 - 302,34;"
678,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,20,07-01-2023 22:30,"Indian Penal Code 180 - 337,37;"
679,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,19,06-01-2023 20:32,Indian Penal Code 180 - 373;
680,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,18,05-01-2023 20:25,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
681,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,17,05-01-2023 20:12,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
682,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,16,05-01-2023 19:43,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
683,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,15,05-01-2023 19:05,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
684,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,14,05-01-2023 17:20,Indian Penal Code 180 - 373;
685,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,13,05-01-2023 14:02,Indian Penal Code 180 - 379;
686,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,11,04-01-2023 23:04,"Indian Penal Code 180 - 37,620;"
687,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,10,04-01-2023 21:24,"Indian Penal Code 180-153-A, 295-A, 37;"
688,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,9,04-01-2023 18:25,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
689,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,8,03-01-2023 22:12,Indian Penal Code 180 - 243;
690,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,7,03-01-2023 21:56,Indian Penal Code 180 - 379;
691,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,6,03-01-2023 18:50,Indian Penal Code 180 - 243;
692,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,5,03-01-2023 18:18,Indian Penal Code 180 - 243;
693,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,4,03-01-2023 17:55,Indian Penal Code 180 - 243;
694,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,3,03-01-2023 01:26,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 184;"
695,MAHARASHTRA,THANE CITY,KOLSEWADI,2023,2,01-01-2023 22:02,"Indian Penal Code 180 - 249, 337,337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
696,MAHARASHTRA,THANE CITY,KON,2023,34,01-02-2023 20:16,Indian Penal Code 180 - 243;
697,MAHARASHTRA,THANE CITY,KON,2023,33,01-02-2023 18:45,Indian Penal Code 180 - 243;
698,MAHARASHTRA,THANE CITY,KON,2023,32,01-02-2023 18:20,Indian Penal Code 180 - 243;
699,MAHARASHTRA,THANE CITY,KON,2023,30,01-02-2023 15:14,Indian Penal Code 180 - 243;
700,MAHARASHTRA,THANE CITY,KON,2023,29,01-02-2023 12:39,Indian Penal Code 180 - 243;
701,MAHARASHTRA,THANE CITY,KON,2023,28,31-01-2023 21:46,"Maharashtra Darubandi Act, 1979 - 65 (E);"
702,MAHARASHTRA,THANE CITY,KON,2023,27,31-01-2023 21:06,Indian Penal Code 180 - 243;
703,MAHARASHTRA,THANE CITY,KON,2023,26,31-01-2023 13:03,Indian Penal Code 180 - 243;
704,MAHARASHTRA,THANE CITY,KON,2023,25,30-01-2023 22:56,Indian Penal Code 180 - 243;
705,MAHARASHTRA,THANE CITY,KON,2023,24,30-01-2023 21:39,"Indian Penal Code 180 - 37,392;"
706,MAHARASHTRA,THANE CITY,KON,2023,23,30-01-2023 11:22,Indian Penal Code 180 - 392;
707,MAHARASHTRA,THANE CITY,KON,2023,22,30-01-2023 10:45,Indian Penal Code 180 - 326;
708,MAHARASHTRA,THANE CITY,KON,2023,21,28-01-2023 19:21,"Indian Penal Code 180 - 249, 624; Motor Vehicle Act, 1979 - 134 (b), 184;"
709,MAHARASHTRA,THANE CITY,KON,2023,20,26-01-2023 20:37,Indian Penal Code 180 - 379;
710,MAHARASHTRA,THANE CITY,KON,2023,19,25-01-2023 01:32,"Indian Penal Code 180 - 182,16; Maharashtra Police Act, 1951 - 112,117; Maharashtra Darubandi Act, 1979 - 85 (1);"
711,MAHARASHTRA,THANE CITY,KON,2023,18,24-01-2023 19:37,Indian Penal Code 180 - 379;
712,MAHARASHTRA,THANE CITY,KON,2023,17,23-01-2023 16:10,"Indian Penal Code 180 - 37,392;"
713,MAHARASHTRA,THANE CITY,KON,2023,16,23-01-2023 15:37,"Indian Penal Code 180 - 249, 304- A, 337; Motor Vehicle Act, 1979 - 184;"
714,MAHARASHTRA,THANE CITY,KON,2023,15,21-01-2023 18:25,"Maharashtra Darubandi Act, 1979 - 65 (E);"
715,MAHARASHTRA,THANE CITY,KON,2023,14,21-01-2023 13:39,Indian Penal Code 180 - 379;
716,MAHARASHTRA,THANE CITY,KON,2023,13,20-01-2023 22:58,"Indian Penal Code 180 - 324,507;"
717,MAHARASHTRA,THANE CITY,KON,2023,12,20-01-2023 22:02,"Indian Penal Code 180 - 323,34,341,507,507;"
718,MAHARASHTRA,THANE CITY,KON,2023,11,19-01-2023 16:02,Indian Penal Code 180 - 360;
719,MAHARASHTRA,THANE CITY,KON,2023,10,19-01-2023 03:11,"Indian Penal Code 180 - 323,34,341,507,507;"
720,MAHARASHTRA,THANE CITY,KON,2023,9,18-01-2023 21:04,"Indian Penal Code 180 - 37,607,620;"
721,MAHARASHTRA,THANE CITY,KON,2023,8,17-01-2023 18:25,"Indian Penal Code 180 - 498 -A, 607;"
722,MAHARASHTRA,THANE CITY,KON,2023,7,16-01-2023 14:15,"Establishment Act, 1959 - 25,4; Maharashtra Police Act, 1951 - 135,37 (1);"
723,MAHARASHTRA,THANE CITY,KON,2023,6,14-01-2023 15:37,"Indian Penal Code 180 - 323,37,498 -A, 507,507;"
724,MAHARASHTRA,THANE CITY,KON,2023,5,14-01-2023 00:54,Indian Penal Code 180 - 379;
725,MAHARASHTRA,THANE CITY,KON,2023,3,09-01-2023 15:30,"Indian Penal Code 180 - 37,607,620,507,507;"
726,MAHARASHTRA,THANE CITY,KON,2023,2,08-01-2023 05:13,Indian Penal Code 180 - 379;
727,MAHARASHTRA,THANE CITY,KON,2023,1,07-01-2023 01:43,"Indian Penal Code 180 - 37,37,507,507;"
728,MAHARASHTRA,THANE CITY,KOPARI,2023,16,30-01-2023 16:26,Indian Electricity Act (Reform) 2003 - 135;
729,MAHARASHTRA,THANE CITY,KOPARI,2023,15,28-01-2023 13:09,"Maharashtra Police Act, 1951 - 142;"
730,MAHARASHTRA,THANE CITY,KOPARI,2023,14,28-01-2023 02:00,Indian Penal Code 180 - 373;
731,MAHARASHTRA,THANE CITY,KOPARI,2023,13,27-01-2023 17:26,"Maharashtra Police Act, 1951 - 142;"
732,MAHARASHTRA,THANE CITY,KOPARI,2023,12,27-01-2023 00:35,"Maharashtra Darubandi Act, 1979 - 65 (E);"
733,MAHARASHTRA,THANE CITY,KOPARI,2023,11,24-01-2023 13:46,"Indian Penal Code 180 - 719, 620; Mahiti Tantra Gyan Act, 2000 - 43,66,66 (c), 6 (E);"
734,MAHARASHTRA,THANE CITY,KOPARI,2023,10,23-01-2023 18:39,"Maharashtra Police Act, 1951 - 142;"
735,MAHARASHTRA,THANE CITY,KOPARI,2023,9,23-01-2023 16:41,Indian Electricity Act (Reform) 2003 - 135;
736,MAHARASHTRA,THANE CITY,KOPARI,2023,8,23-01-2023 16:12,Indian Electricity Act (Reform) 2003 - 135;
737,MAHARASHTRA,THANE CITY,KOPARI,2023,7,23-01-2023 15:44,Indian Electricity Act (Reform) 2003 - 135;
738,MAHARASHTRA,THANE CITY,KOPARI,2023,6,21-01-2023 18:05,"Indian Penal Code 180 - 324,34;"
739,MAHARASHTRA,THANE CITY,KOPARI,2023,5,19-01-2023 00:16,"Indian Penal Code 180 - 370,656;"
740,MAHARASHTRA,THANE CITY,KOPARI,2023,4,09-01-2023 19:31,"Indian Penal Code 180 - 37,370,656;"
741,MAHARASHTRA,THANE CITY,KOPARI,2023,3,06-01-2023 19:15,Indian Penal Code 180 - 379;
742,MAHARASHTRA,THANE CITY,KOPARI,2023,2,05-01-2023 13:22,Indian Electricity Act (Reform) 2003 - 135;
743,MAHARASHTRA,THANE CITY,KOPARI,2023,1,05-01-2023 12:32,Indian Electricity Act (Reform) 2003 - 135;
744,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,58,01-02-2023 16:46,"Indian Penal Code 180 - 324,337;"
745,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,57,01-02-2023 14:51,"Indian Penal Code 180 - 37,39,507,507;"
746,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,56,31-01-2023 20:51,Gungikar drug deeds and psychiatrics
747,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,55,31-01-2023 09:37,"Indian Penal Code 180 - 183,16,149, 323,326,507;"
748,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,54,31-01-2023 00:18,"Indian Penal Code 180 - 323,326; Child Justice (Mulanchi Kaji Mudra Protection) Act, 2000 - 23;"
749,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,53,30-01-2023 21:28,"Indian Penal Code 180 - 37,392;"
750,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,52,30-01-2023 21:08,Indian Penal Code 180 - 379;
751,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,51,29-01-2023 22:13,Indian Penal Code 170 - 180;
752,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,50,29-01-2023 19:17,"Mahiti Tantra Gyan Act, 2000 - 4 (E);"
753,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,49,28-01-2023 22:08,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 134 (a), 134 (b), 184;"
754,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,48,28-01-2023 20:25,"Indian Penal Code 180 - 249, 323,337,507; Motor Vehicle Act, 1979 - 134 (a), 184;"
755,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,47,28-01-2023 17:33,"Indian Penal Code 180 - 424,6,511;"
756,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,46,28-01-2023 12:40,"Indian Penal Code 180 - 620, 65,68,61;"
757,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,45,27-01-2023 17:42,"Indian Penal Code 180 - 249, 337; Motar Vehicle Act, 1956 - 134,134B;"
758,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,44,25-01-2023 16:16,Indian Electricity Act (Reform) 2003 - 135;
759,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,43,25-01-2023 03:15,"Maharashtra Darubandi Act, 1979 - 65 (E);"
760,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,42,25-01-2023 02:44,Gungikar drug deeds and psychiatrics
761,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,41,25-01-2023 02:21,"Maharashtra Police Act, 1951 - 135,37 (1);"
762,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,40,24-01-2023 09:25,Indian Penal Code 180 - 326;
763,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,39,23-01-2023 22:45,"Indian Penal Code 180 - 370, 656,656;"
764,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,38,21-01-2023 22:28,Indian Electricity Act (Reform) 2003 - 135;
765,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,37,21-01-2023 22:14,Indian Electricity Act (Reform) 2003 - 135;
766,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,36,21-01-2023 21:56,Indian Electricity Act (Reform) 2003 - 135;
767,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,35,21-01-2023 16:19,Indian Electricity Act (Reform) 2003 - 135;
768,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,34,21-01-2023 15:54,Indian Penal Code 180 - 373;
769,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,33,20-01-2023 16:35,"Indian Penal Code 180 - 249, 337; Motor Vehicle Act, 1979 - 134 (b), 184;"
770,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,32,20-01-2023 13:41,Indian Penal Code 180 - 379;
771,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,30,19-01-2023 18:07,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
772,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,29,19-01-2023 13:31,Indian Penal Code 180 - 379;
773,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,28,19-01-2023 01:08,Indian Penal Code 180 - 373;
774,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,27,18-01-2023 15:17,"Indian Penal Code 180 - 37,498 -A, 607,507,507;"
775,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,26,18-01-2023 12:14,Indian Electricity Act (Reform) 2003 - 135;
776,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,25,14-01-2023 19:44,"Mahiti Tantra Gyan Act, 2000 - 4 (E);"
777,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,24,13-01-2023 18:26,Indian Penal Code 180 - 379;
778,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,23,12-01-2023 12:01,Indian Electricity Act (Reform) 2003 - 135;
779,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,22,12-01-2023 11:16,Indian Electricity Act (Reform) 2003 - 135;
780,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,21,12-01-2023 05:26,"Indian Penal Code 180 - 37,399;"
781,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,20,12-01-2023 00:55,Indian Penal Code 180 - 379;
782,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,18,11-01-2023 13:24,"Indian Penal Code 180 - 37,379;"
783,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,17,10-01-2023 15:06,"Indian Penal Code 180 - 37,39,507; Maharashtra Police Act, 1951 - 135,37 (1);"
784,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,16,10-01-2023 14:32,"Indian Penal Code 180 - 37,39,507; Maharashtra Police Act, 1951 - 135,37 (1);"
785,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,15,10-01-2023 13:49,"Indian Penal Code 180 - 37,39,507; Maharashtra Police Act, 1951 - 135,37 (1);"
786,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,13,09-01-2023 12:53,Indian Electricity Act (Reform) 2003 - 135;
787,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,12,08-01-2023 00:30,Indian Penal Code 180 - 379;
788,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,11,07-01-2023 16:22,Maharashtra Malmatta Motivation Restrictions Act 195 - 3;
789,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,10,06-01-2023 12:27,"Indian Penal Code 180 - 37,399;"
790,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,9,05-01-2023 22:52,"Indian Penal Code 180 - 607,620;"
791,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,8,05-01-2023 20:37,Indian Penal Code 180 - 304 -A;
792,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,7,05-01-2023 18:24,Indian Penal Code 180 - 379;
793,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,6,05-01-2023 13:41,"Indian Penal Code 180 - 323,498 -A, 507,507;"
794,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,5,04-01-2023 20:57,"Indian Penal Code 170 - 37,361;"
795,MAHARASHTRA,THANE CITY,MAHATMA PHULE CHOWK,2023,4,04-01-2023 18:52,Indian Penal Code 180 - 379;
